Date,Age,Tm,Opp,Result,Game Type,Seasontype,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Resultdifference,season
2008/2/9,22,NOH,MEM,W,Home,regular,1,34.33,1,10,0.1,0,4,0,0,0,0,0,4,4,16,1,0,4,5,2,2.8,8,0.1,0.1,0,16,7.6,55.1,1.5,0,28.6,18.1,76,112,-12.9,13,2007-2008
2008/2/12,22,NOH,CHI,W,@,regular,1,38.83,11,21,0.524,1,4,0.25,2,2,1,0,4,4,14,2,0,1,2,25,25.9,22,0.571,0.548,0,12.1,6.3,70.9,2.8,0,4.4,28.7,136,100,11.8,14,2007-2008
2008/2/13,22,NOH,MIL,W,@,regular,1,35.22,8,17,0.471,2,4,0.5,3,4,0.75,1,3,4,10,3,0,3,1,21,20.1,5,0.56,0.529,4.4,10.2,7.7,42.5,4.7,0,13.8,29.8,122,117,7.3,4,2007-2008
2008/2/20,22,NOH,DAL,W,Home,regular,1,40.63,11,20,0.55,2,3,0.667,7,7,1,0,5,5,11,9,0,1,1,31,38.2,20,0.672,0.6,0,15.1,7.4,59,11.7,0,4.2,27.3,150,83,29.9,11,2007-2008
2008/2/22,22,NOH,HOU,L,Home,regular,1,31.7,6,13,0.462,0,2,0,2,2,1,1,2,3,11,3,0,0,2,14,18.5,-18,0.504,0.462,2.9,7.4,4.9,72.7,5.3,0,0,21,126,111,14.7,-20,2007-2008
2008/2/23,22,NOH,SAS,L,@,regular,1,36.55,11,23,0.478,1,6,0.167,4,4,1,0,4,4,4,1,0,0,0,27,20.3,-11,0.545,0.5,0,14.6,6.7,26.9,1.6,0,0,34.8,118,117,10.2,-9,2007-2008
2008/2/25,22,NOH,WAS,L,Home,regular,1,41.33,10,14,0.714,2,3,0.667,0,1,0,1,4,5,8,2,0,4,1,22,20.9,-1,0.762,0.786,3.2,11.3,7.5,39.7,2.7,0,21.7,21.3,130,109,10.6,-3,2007-2008
2008/2/27,22,NOH,PHO,W,Home,regular,1,35.68,9,21,0.429,2,3,0.667,5,6,0.833,0,6,6,15,3,0,1,2,25,27,19,0.529,0.476,0,22.4,11.2,56.2,4.1,0,4.1,30.7,124,101,12,17,2007-2008
2008/2/29,22,NOH,UTA,W,Home,regular,1,42.23,5,15,0.333,1,2,0.5,13,14,0.929,0,4,4,16,5,0,1,3,24,30.3,10,0.567,0.367,0,11.7,5.8,58.1,6.4,0,4.5,25.8,137,103,15.5,12,2007-2008
2008/3/2,22,NOH,WAS,L,@,regular,1,35.43,7,10,0.7,0,0,0,2,3,0.667,1,3,4,8,3,0,6,3,16,14.4,-10,0.707,0.7,3,9.5,6.2,48.1,4.9,0,34.6,23.4,104,116,5,-17,2007-2008
2008/3/3,22,NOH,NYK,W,@,regular,1,35.67,11,17,0.647,2,3,0.667,3,4,0.75,0,5,5,8,3,0,2,1,27,26.8,8,0.72,0.706,0,13.7,6.8,46.4,4.6,0,9.6,26.9,143,95,18,12,2007-2008
2008/3/5,22,NOH,ATL,W,Home,regular,1,38.15,9,16,0.563,3,4,0.75,2,2,1,1,1,2,18,2,0,1,0,23,30,17,0.681,0.656,2.7,3.3,3,63.5,2.9,0,5.6,20.1,168,116,19.2,15,2007-2008
2008/3/7,22,NOH,NJN,W,Home,regular,1,41.92,7,14,0.5,0,3,0,11,11,1,0,3,3,16,3,0,1,2,25,31.3,9,0.663,0.5,0,8.4,4.6,61.1,3.8,0,5,22.6,153,104,14.9,11,2007-2008
2008/3/8,22,NOH,HOU,L,@,regular,1,38.33,15,26,0.577,3,5,0.6,4,4,1,1,2,3,11,2,0,4,3,37,30.6,-13,0.666,0.635,2.6,7,4.5,64.9,2.9,0,12.6,37.1,133,122,18.7,-10,2007-2008
2008/3/12,22,NOH,SAS,W,Home,regular,1,34.5,12,19,0.632,0,1,0,2,2,1,0,1,1,17,3,0,3,1,26,29.3,20,0.654,0.632,0,3,1.9,86.6,4.9,0,13.1,34.5,137,86,22,25,2007-2008
2008/3/14,22,NOH,LAL,W,Home,regular,1,42.78,9,19,0.474,2,5,0.4,7,12,0.583,0,4,4,17,4,0,2,4,27,28.8,12,0.556,0.526,0,8.5,4.6,61.7,4.8,0,7.6,26.7,136,102,14.4,10,2007-2008
2008/3/16,22,NOH,DET,L,@,regular,1,39.33,6,12,0.5,1,3,0.333,1,2,0.5,2,2,4,14,1,0,4,5,14,14.4,-8,0.543,0.542,5.7,7.2,6.3,61.7,1.6,0,23.7,21,114,138,4.3,-21,2007-2008
2008/3/17,22,NOH,CHI,W,Home,regular,1,42.33,15,21,0.714,2,3,0.667,5,7,0.714,1,3,4,13,3,0,2,1,37,38.8,12,0.768,0.762,2.6,9,5.5,64.1,3.7,0,7.7,28,155,103,22.9,11,2007-2008
2008/3/19,22,NOH,HOU,W,Home,regular,1,34.17,9,13,0.692,2,4,0.5,1,3,0.333,1,3,4,10,4,0,5,1,21,21.9,12,0.733,0.769,3.1,8.3,5.8,65.8,6.2,0,25.9,27.4,117,75,17.2,21,2007-2008
2008/3/22,22,NOH,BOS,W,Home,regular,1,29.15,6,10,0.6,2,3,0.667,5,6,0.833,1,2,3,7,2,0,2,5,19,18.2,1,0.752,0.7,4.1,10,6.8,39.6,3.6,0,13.7,24.4,145,116,10.5,7,2007-2008
2008/3/25,22,NOH,IND,W,@,regular,1,39.97,9,19,0.474,2,5,0.4,11,14,0.786,0,3,3,14,3,0,1,3,31,31.6,18,0.616,0.526,0,9,4.6,59.6,3.8,0,3.8,29.9,139,111,14.1,8,2007-2008
2008/3/26,22,NOH,CLE,W,@,regular,1,42.2,5,17,0.294,1,4,0.25,4,4,1,2,1,3,20,2,1,1,2,15,21.7,5,0.4,0.324,5.4,2.9,4.2,77.6,2.7,1.7,5.1,23,126,119,9.4,1,2007-2008
2008/3/28,22,NOH,BOS,L,@,regular,1,39.63,7,16,0.438,2,4,0.5,6,8,0.75,1,0,1,10,3,0,1,2,22,21.7,-25,0.564,0.5,2.7,0,1.8,47.5,4.2,0,4.9,25.8,127,124,12.4,-20,2007-2008
2008/3/30,22,NOH,TOR,W,@,regular,1,35.3,8,15,0.533,1,3,0.333,3,3,1,1,5,6,16,2,0,2,1,20,25.7,16,0.613,0.567,4.2,18.9,12,58.6,3,0,10.9,25.8,141,119,11.7,7,2007-2008
2008/4/1,22,NOH,ORL,W,@,regular,1,39.57,6,19,0.316,0,4,0,7,10,0.7,1,3,4,12,2,0,4,3,19,13.7,4,0.406,0.316,2.5,11.4,6,52.5,2.8,0,14.6,30.5,102,110,1.7,1,2007-2008
2008/4/2,22,NOH,MIA,W,@,regular,1,30.17,6,12,0.5,1,2,0.5,1,2,0.5,0,5,5,10,1,0,1,0,14,16.1,9,0.543,0.542,0,17.3,8.8,50.6,1.8,0,7.2,21.7,127,89,9.4,29,2007-2008
2008/4/4,22,NOH,NYK,W,Home,regular,1,42.6,10,19,0.526,1,2,0.5,12,13,0.923,0,4,4,15,2,0,2,3,33,33.8,17,0.667,0.553,0,13.3,6.1,53.3,2.5,0,7.5,29.7,144,122,8.8,8,2007-2008
2008/4/6,22,NOH,GSW,W,Home,regular,1,40.58,7,16,0.438,1,2,0.5,1,1,1,3,7,10,13,5,0,5,2,16,20.1,8,0.487,0.469,9.1,17.2,13.6,43,6,0,23.3,22.7,105,90,6.9,12,2007-2008
2008/4/8,22,NOH,UTA,L,Home,regular,1,33.27,2,11,0.182,0,2,0,0,2,0,0,2,2,9,3,0,3,2,4,2.4,-22,0.168,0.182,0,7.2,3.5,53.9,4.9,0,20.2,21.7,51,84,-2.6,-11,2007-2008
2008/4/9,22,NOH,MIN,W,@,regular,1,33.12,6,11,0.545,2,4,0.5,5,5,1,1,4,5,16,1,0,1,3,19,25.6,27,0.72,0.636,3.7,15.7,9.5,60.5,1.7,0,7,20.4,168,104,15.8,32,2007-2008
2008/4/11,22,NOH,LAL,L,@,regular,1,39.45,4,13,0.308,0,1,0,7,8,0.875,1,5,6,17,4,0,3,5,15,20.2,1,0.454,0.308,3.2,15.2,9.4,57.2,5.4,0,15.4,24.1,115,111,7.6,-3,2007-2008
2008/4/12,22,NOH,SAC,L,@,regular,1,41.98,4,13,0.308,0,2,0,6,7,0.857,1,5,6,12,6,0,2,3,14,19.5,2,0.435,0.308,2.3,14.3,7.7,48.3,7,0,11.1,18.2,103,86,10.1,-3,2007-2008
2008/4/15,22,NOH,LAC,W,Home,regular,1,36.87,10,13,0.769,0,1,0,2,2,1,0,4,4,12,2,1,3,0,22,26.2,25,0.793,0.769,0,15.3,7,52.1,2.9,2.2,17.8,22,144,100,12.9,22,2007-2008
2008/4/16,22,NOH,DAL,L,@,regular,1,33.95,6,12,0.5,3,5,0.6,5,6,0.833,0,3,3,10,2,0,3,5,20,18.5,-11,0.683,0.625,0,9.6,4.8,47.9,3.2,0,17,24.4,131,127,9.4,-13,2007-2008
2006/11/1,21,NOK,BOS,W,@,regular,1,36.63,7,14,0.5,0,3,0,6,9,0.667,1,6,7,10,3,0,1,2,20,22.5,0,0.557,0.5,2.5,17.1,9.4,48.8,3.9,0,5.3,21.9,123,82,15.3,4,2006-2007
2006/11/3,21,NOK,IND,W,@,regular,1,31.37,6,12,0.5,0,0,0,4,4,1,0,2,2,6,0,0,2,4,16,11.2,-1,0.581,0.5,0,6.8,3.5,33,0,0,12.7,21.8,128,108,1.8,9,2006-2007
2006/11/5,21,NOK,HOU,W,Home,regular,1,38.33,5,12,0.417,0,2,0,2,3,0.667,1,2,3,16,3,0,5,1,12,15.3,11,0.45,0.417,2.8,6,4.4,74.9,4.1,0,27.3,22.8,103,101,5.4,6,2006-2007
2006/11/7,21,NOK,GSW,W,Home,regular,1,35.53,9,16,0.563,1,1,1,3,4,0.75,1,5,6,11,0,0,4,2,22,19.1,10,0.619,0.594,2.9,16.9,9.4,57.5,0,0,18.4,26.3,126,108,9,4,2006-2007
2006/11/9,21,NOK,GSW,L,@,regular,1,37.5,12,21,0.571,1,1,1,9,10,0.9,3,0,3,10,2,0,6,1,34,28.4,3,0.669,0.595,8.9,0,5.1,49.9,2.7,0,19.1,34.3,130,129,11.5,-5,2006-2007
2006/11/10,21,NOK,POR,L,@,regular,1,39.13,6,17,0.353,0,3,0,0,0,0,0,3,3,8,2,0,2,2,12,8.2,3,0.353,0.353,0,9.4,4.6,34.3,2.8,0,10.5,22.4,88,104,-1.9,-1,2006-2007
2006/11/12,21,NOK,LAC,L,@,regular,1,36.2,9,13,0.692,0,1,0,2,5,0.4,1,4,5,3,1,0,6,5,20,10.3,-10,0.658,0.692,4.1,12.9,9.1,20.9,1.5,0,28.3,28.3,97,108,-0.6,-16,2006-2007
2006/11/14,21,NOK,CHA,W,Home,regular,1,32.9,0,8,0,0,1,0,2,2,1,0,2,2,10,3,0,1,1,2,5.6,10,0.113,0,0,6.8,3.1,41.7,4.7,0,10.1,13.4,68,91,-2.5,9,2006-2007
2006/11/15,21,NOK,DET,W,@,regular,1,37.07,7,14,0.5,0,1,0,6,6,1,1,2,3,13,0,0,0,3,20,22.2,-4,0.601,0.5,2.8,7.8,4.9,58.2,0,0,0,21.1,158,126,11.2,1,2006-2007
2006/11/18,21,NOK,MIN,W,@,regular,1,36.7,12,18,0.667,1,1,1,10,11,0.909,2,3,5,6,1,0,5,2,35,28.5,-5,0.766,0.694,6.2,8.7,7.5,33.7,1.4,0,18,35.1,134,108,14.2,3,2006-2007
2006/11/21,21,NOK,MIA,W,Home,regular,1,33.52,3,13,0.231,0,0,0,5,7,0.714,2,3,5,10,1,0,3,1,11,9.2,4,0.342,0.231,5.4,8,6.7,43.8,1.5,0,15.7,24.2,91,95,-2.8,15,2006-2007
2006/11/22,21,NOK,PHO,L,@,regular,1,38.9,8,16,0.5,0,1,0,2,2,1,1,2,3,4,3,0,4,3,18,11.9,-9,0.533,0.5,2.5,7.7,4.6,20.5,4.1,0,19.2,24.7,98,101,3.7,-9,2006-2007
2006/11/24,21,NOK,MIN,L,Home,regular,1,36.17,4,11,0.364,0,1,0,10,10,1,1,5,6,7,2,0,0,2,18,20.2,0,0.584,0.364,2.5,16.2,8.5,42.8,3,0,0,20.6,135,95,11,-7,2006-2007
2006/11/25,21,NOK,DAL,L,@,regular,1,32.55,5,14,0.357,0,0,0,2,2,1,0,1,1,4,5,0,3,3,12,8.1,-17,0.403,0.357,0,3.4,1.6,28.6,8,0,16.8,24.5,80,85,5.7,-12,2006-2007
2006/11/28,21,NOK,TOR,L,Home,regular,1,37.62,6,16,0.375,1,2,0.5,3,6,0.5,2,2,4,11,4,0,3,4,16,15.1,-11,0.429,0.406,6.2,6.1,6.1,57.7,6.1,0,13.9,27.6,100,106,8.6,-17,2006-2007
2006/12/1,21,NOK,CHI,L,Home,regular,1,48,6,13,0.462,1,2,0.5,12,15,0.8,2,9,11,18,5,1,7,1,25,32.1,-3,0.638,0.5,4.5,20.9,12.6,60,5,1.5,26.3,23.4,121,102,11.7,-3,2006-2007
2006/12/6,21,NOK,LAL,W,@,regular,1,41.83,11,22,0.5,0,2,0,4,6,0.667,3,3,6,11,3,0,3,1,26,24.5,17,0.528,0.5,7.5,10.1,8.6,40.2,3.7,0,10.9,27.7,124,94,11,16,2006-2007
2006/12/8,21,NOK,SEA,L,@,regular,1,37.87,6,14,0.429,0,0,0,4,7,0.571,1,4,5,6,1,0,5,4,16,7.9,-6,0.468,0.429,3.1,13,7.9,37.3,1.3,0,22.6,25.6,86,100,-1.7,-20,2006-2007
2006/12/9,21,NOK,GSW,L,@,regular,1,36.25,4,12,0.333,0,4,0,3,4,0.75,0,3,3,5,1,0,4,5,11,3.2,-12,0.4,0.333,0,9.9,5,26.8,1.4,0,22.5,23.9,74,113,-10.3,-21,2006-2007
2006/12/11,21,NOK,CLE,W,Home,regular,1,45.63,11,16,0.688,0,2,0,8,9,0.889,0,5,5,11,2,0,1,1,30,32.6,7,0.752,0.688,0,11.4,6.8,40.7,2.7,0,4.8,24.8,158,111,15.6,6,2006-2007
2006/12/14,21,NOK,SAS,L,Home,regular,1,36,2,11,0.182,0,2,0,2,2,1,1,3,4,12,1,0,5,1,6,4.7,-23,0.253,0.182,3.1,11.8,6.9,54.5,1.5,0,29.6,22.4,66,117,-6.6,-26,2006-2007
2006/12/16,21,NOK,DAL,L,Home,regular,1,48,14,23,0.609,1,1,1,1,3,0.333,0,12,12,8,0,0,2,2,30,25.1,-11,0.617,0.63,0,26.7,13.5,40,0,0,7.6,27.5,118,103,8.9,-11,2006-2007
2006/12/18,21,NOK,MIA,L,@,regular,1,42.53,8,15,0.533,1,1,1,9,12,0.75,0,6,6,8,3,0,4,3,26,22.7,-4,0.641,0.567,0,20.5,10,30.1,3.9,0,16.5,26.8,125,111,8.8,-2,2006-2007
2006/12/20,21,NOK,ORL,L,@,regular,1,43.02,5,14,0.357,0,0,0,9,11,0.818,1,4,5,10,1,0,2,3,19,17.1,-6,0.504,0.357,2.8,12.1,7.2,60.6,1.3,0,9.6,23.1,122,104,4.6,-3,2006-2007
2006/12/22,21,NOK,MEM,W,Home,regular,1,47.57,3,12,0.25,1,4,0.25,8,11,0.727,0,1,1,14,0,0,3,1,15,13.3,1,0.445,0.292,0,2.5,1.2,46.3,0,0,15.1,20,112,114,-0.4,3,2006-2007
2006/12/23,21,NOK,SAS,L,Home,regular,1,30.18,9,18,0.5,0,3,0,2,2,1,0,1,1,3,1,0,2,1,20,12,-29,0.53,0.5,0,5.7,2.2,28.6,1.9,0,9.6,32.1,110,132,4,-35,2006-2007
2006/12/26,21,NOK,SEA,L,@,regular,1,10.7,1,2,0.5,1,1,1,3,3,1,0,2,2,7,0,0,0,0,6,10.5,3,0.904,0.75,0,26.4,11.8,96.6,0,0,0,14,204,114,25.9,-8,2006-2007
2007/1/31,21,NOK,PHI,L,Home,regular,1,28.58,4,11,0.364,1,3,0.333,0,0,0,0,0,0,2,1,0,0,1,9,4.9,-27,0.409,0.409,0,0,0,11.9,2.1,0,0,18.9,93,115,-1.5,-11,2006-2007
2007/2/2,21,NOK,MIN,W,Home,regular,1,32,9,13,0.692,1,3,0.333,5,7,0.714,0,2,2,8,4,0,0,2,24,27.1,11,0.746,0.731,0,6.5,3.2,51.1,7,0,0,23.8,166,91,26.4,7,2006-2007
2007/2/3,21,NOK,HOU,W,@,regular,1,32.1,4,12,0.333,1,2,0.5,3,4,0.75,0,4,4,9,4,0,2,4,12,12.7,16,0.436,0.375,0,12.7,7,58.5,7,0,12.7,24.3,104,77,8.5,13,2006-2007
2007/2/5,21,NOK,SAC,L,@,regular,1,36.18,8,19,0.421,3,4,0.75,5,7,0.714,1,2,3,6,5,0,2,2,24,20.8,-10,0.543,0.5,2.8,8.8,5.1,28,6.9,0,8.3,28.1,115,100,12.7,-6,2006-2007
2007/2/7,21,NOK,DEN,W,@,regular,1,39.82,6,23,0.261,1,2,0.5,2,2,1,1,3,4,7,1,0,2,5,15,4.8,5,0.314,0.283,2.5,8,5.2,24.5,1.3,0,7.7,26.7,87,110,-7.8,2,2006-2007
2007/2/8,21,NOK,MIL,W,Home,regular,1,46.93,3,17,0.176,0,2,0,8,8,1,2,3,5,10,2,0,5,4,14,8,8,0.341,0.176,3.9,6.6,5.1,35,2.3,0,19.6,22.1,89,98,-3.6,8,2006-2007
2007/2/10,21,NOK,MEM,W,Home,regular,1,34.03,8,10,0.8,3,3,1,4,4,1,0,3,3,11,1,0,1,3,23,26.6,18,0.978,0.95,0,9.8,5.3,42.3,1.5,0,7.8,17.4,188,110,17,15,2006-2007
2007/2/13,21,NOK,MEM,L,@,regular,1,34.62,0,7,0,0,1,0,5,6,0.833,1,2,3,10,1,0,3,5,5,4,3,0.259,0,2.3,5.9,3.9,33.8,1.4,0,23.7,13.4,82,111,-7.8,-4,2006-2007
2007/2/14,21,NOK,SAC,W,Home,regular,1,29.02,4,8,0.5,1,1,1,0,0,0,0,4,4,6,0,0,1,2,9,8.6,20,0.563,0.563,0,14.7,8.5,25.9,0,0,11.1,14.4,126,105,-1.2,17,2006-2007
2007/2/20,21,NOK,CHA,L,@,regular,1,36.95,6,13,0.462,1,1,1,7,9,0.778,1,2,3,7,1,0,4,3,20,14.5,11,0.59,0.5,3.2,6.2,4.7,30.1,1.4,0,19.1,25.2,114,115,2.1,-4,2006-2007
2007/2/21,21,NOK,NJN,W,@,regular,1,36.75,5,14,0.357,1,4,0.25,8,8,1,0,4,4,11,2,0,1,5,19,19.1,4,0.542,0.393,0,12.7,7.3,48.8,2.9,0,5.4,24.2,131,116,4.6,4,2006-2007
2007/2/23,21,NOK,SEA,W,Home,regular,1,35.05,6,16,0.375,0,2,0,1,1,1,1,4,5,8,5,0,0,3,13,15.5,5,0.395,0.375,2.2,15.7,7,39.4,7.5,0,0,19.1,114,98,6.9,1,2006-2007
2007/2/27,21,NOK,CLE,L,@,regular,1,32.42,3,6,0.5,0,0,0,1,2,0.5,1,4,5,5,2,0,3,4,7,6.4,-12,0.509,0.5,3.6,15.6,9.4,21.4,3.2,0,30.4,14,90,102,-3.1,-8,2006-2007
2007/2/28,21,NOK,ATL,W,Home,regular,1,37.5,6,16,0.375,1,1,1,11,12,0.917,1,4,5,13,4,0,1,0,24,28.8,-1,0.564,0.406,3,14.6,8.2,58.8,5.6,0,4.5,26.2,138,104,16.5,7,2006-2007
2007/3/2,21,NOK,CHI,L,@,regular,1,37.62,5,13,0.385,1,4,0.25,5,7,0.714,0,4,4,6,1,0,4,1,16,10.1,-17,0.498,0.423,0,16,6.7,29.9,1.3,0,19.9,23.4,93,110,-1.8,-11,2006-2007
2007/3/4,21,NOK,UTA,L,Home,regular,1,38.52,4,11,0.364,1,3,0.333,5,7,0.714,0,2,2,13,3,0,1,4,14,17.2,-6,0.497,0.409,0,6.4,3,49.1,4.3,0,6.6,18.4,125,121,8.4,-14,2006-2007
2007/3/6,21,NOK,DEN,L,@,regular,1,38.97,4,14,0.286,1,5,0.2,4,6,0.667,1,3,4,14,1,0,2,4,13,12.8,-9,0.391,0.321,2.3,9.5,5.4,55.5,1.3,0,10.7,20.3,106,116,0.6,-15,2006-2007
2007/3/9,21,NOK,PHO,L,@,regular,1,36.93,4,11,0.364,1,3,0.333,5,5,1,1,6,7,4,1,0,2,1,14,11.8,1,0.53,0.409,3.2,17,10.5,14.5,1.5,0,13.2,19.6,111,116,-2,-1,2006-2007
2007/3/10,21,NOK,UTA,L,@,regular,1,35.12,4,10,0.4,0,2,0,4,4,1,0,2,2,11,0,0,2,3,12,11.7,-11,0.51,0.4,0,6.7,3.6,54.6,0,0,14.5,19.5,114,117,-1.2,-10,2006-2007
2007/3/13,21,NOK,NJN,L,Home,regular,1,38.28,10,19,0.526,3,6,0.5,2,2,1,1,5,6,12,1,0,2,2,25,24.5,2,0.629,0.605,2.7,20.2,9.6,54.8,1.4,0,9.1,24.5,143,126,10.9,-4,2006-2007
2007/3/16,21,NOK,NYK,W,@,regular,1,40.15,6,15,0.4,1,2,0.5,7,8,0.875,1,4,5,8,0,0,2,0,20,17,0,0.54,0.433,3,13.7,8,40.1,0,0,9.7,24.1,133,115,4.3,2,2006-2007
2007/3/17,21,NOK,WAS,L,@,regular,1,31.48,7,10,0.7,0,1,0,7,7,1,2,1,3,8,1,0,3,3,21,20.9,-17,0.803,0.7,7.8,4.2,6.1,43.1,1.6,0,18.7,23.6,145,136,7.4,-22,2006-2007
2007/3/19,21,NOK,BOS,W,Home,regular,1,29.28,5,8,0.625,2,2,1,3,4,0.75,1,4,5,6,3,0,3,3,15,15.9,20,0.768,0.75,4.6,16.4,10.8,30.9,5.3,0,23.5,20.4,132,88,10.7,18,2006-2007
2007/3/20,21,NOK,MEM,W,@,regular,1,35.27,5,13,0.385,2,5,0.4,11,11,1,0,5,5,9,4,0,2,2,23,24.9,0,0.645,0.462,0,21.3,11.3,34.8,6.1,0,10.1,27.4,142,106,10.8,11,2006-2007
2007/3/23,21,NOK,LAL,L,Home,regular,1,44.62,9,15,0.6,0,2,0,10,12,0.833,1,5,6,12,4,0,1,2,28,33.1,1,0.69,0.6,2.2,12.8,7,45.6,4.4,0,4.7,19.9,153,109,14.9,-6,2006-2007
2007/3/25,21,NOK,HOU,W,Home,regular,1,35.9,10,15,0.667,4,5,0.8,4,4,1,0,5,5,5,0,0,0,0,28,26.5,8,0.835,0.8,0,15.5,8.6,23.4,0,0,0,22.4,179,111,18.6,12,2006-2007
2007/3/27,21,NOK,DAL,L,Home,regular,1,28.55,1,10,0.1,0,1,0,0,0,0,1,3,4,3,3,0,2,2,2,-0.7,-37,0.1,0.1,4.1,15.8,9.2,15.6,6,0,16.7,19.2,42,117,-11.9,-16,2006-2007
2007/3/28,21,NOK,SAS,L,@,regular,1,39.28,5,14,0.357,1,2,0.5,9,10,0.9,1,4,5,9,2,0,4,5,20,16,-8,0.543,0.393,3.7,12.2,8.4,44.2,2.8,0,17.9,29.2,109,106,3.1,-4,2006-2007
2007/3/31,21,NOK,NYK,W,Home,regular,1,41.12,4,12,0.333,2,4,0.5,6,7,0.857,1,6,7,6,4,0,2,2,16,16.7,3,0.531,0.417,3.1,16.5,10.1,25.9,5.6,0,11.7,21.3,113,95,5.4,9,2006-2007
2007/4/3,21,NOK,MIL,W,@,regular,1,29.53,3,10,0.3,1,6,0.167,1,1,1,0,2,2,14,0,0,3,3,8,8.4,11,0.383,0.35,0,8.3,4.5,61.3,0,0,22.3,19.9,113,109,-4.9,18,2006-2007
2007/4/4,21,NOK,SEA,W,Home,regular,1,42.7,3,14,0.214,0,2,0,5,6,0.833,2,9,11,9,0,0,2,1,11,10,2,0.331,0.214,5.9,21.9,14.7,32.6,0,0,10.7,20.6,99,99,-4.6,9,2006-2007
2007/4/7,21,NOK,MIN,W,@,regular,1,36.22,6,12,0.5,3,6,0.5,3,6,0.5,1,2,3,10,3,1,1,1,18,21.4,5,0.615,0.625,2.4,7.8,4.4,60.1,4.3,2.5,6.4,17.8,136,95,16,2,2006-2007
2007/4/10,21,NOK,LAC,W,Home,regular,1,42.38,7,15,0.467,0,3,0,3,5,0.6,2,5,7,10,0,1,3,2,17,15.3,12,0.494,0.467,5.8,12.8,9.5,44.3,0,1.7,14.9,24.5,106,109,1.1,3,2006-2007
2007/4/13,21,NOK,DEN,L,Home,regular,1,37.65,8,21,0.381,1,4,0.25,1,2,0.5,1,2,3,8,1,0,3,2,18,10.2,-3,0.411,0.405,2.9,6.4,4.6,31.1,1.4,0,12.1,28.8,100,122,-3.8,-2,2006-2007
2007/4/14,21,NOK,HOU,L,@,regular,1,42.27,9,15,0.6,1,3,0.333,1,1,1,2,6,8,15,1,0,5,2,20,22,-3,0.648,0.633,7.1,22,14.4,49,1.2,0,24.5,22.1,124,134,4.4,-11,2006-2007
2007/4/16,21,NOK,SAC,W,@,regular,1,35.2,8,13,0.615,2,2,1,5,6,0.833,1,3,4,12,2,0,0,4,23,27.1,23,0.735,0.692,3.8,8.9,6.7,44.1,2.8,0,0,20,168,120,12.7,7,2006-2007
2007/4/18,21,NOK,LAC,W,@,regular,1,36.07,3,9,0.333,0,1,0,0,0,0,1,2,3,10,2,0,4,3,6,6,8,0.333,0.333,3.5,6.5,5.1,42.9,3.4,0,30.8,18.1,82,107,-4.5,3,2006-2007
2005/11/1,20,NOK,SAC,W,Home,regular,1,33.53,3,7,0.429,1,3,0.333,6,6,1,0,8,8,4,2,1,4,0,13,13.2,23,0.674,0.5,0,20.4,13,18.6,3,2.1,29.3,19,105,65,6.4,26,2005-2006
2005/11/2,20,NOK,CLE,L,@,regular,1,29.33,5,11,0.455,1,4,0.25,2,2,1,1,4,5,3,2,0,4,1,13,8.9,-19,0.547,0.5,3.7,20.5,10.8,20.6,3.7,0,25.2,25.7,89,120,-2.1,-22,2005-2006
2005/11/5,20,NOK,HOU,W,@,regular,1,33.07,6,14,0.429,1,5,0.2,2,3,0.667,1,3,4,8,2,0,1,4,15,13.8,4,0.49,0.464,3,10.6,6.5,49.9,3.3,0,6.1,23,110,97,5.5,7,2005-2006
2005/11/9,20,NOK,ORL,L,Home,regular,1,35.48,4,13,0.308,0,1,0,2,2,1,1,3,4,4,3,0,0,4,10,8.3,-6,0.36,0.308,3.3,11.6,7.1,18.9,4.7,0,0,19.2,90,98,-0.6,-5,2005-2006
2005/11/12,20,NOK,DAL,L,Home,regular,1,36.23,10,14,0.714,2,6,0.333,4,5,0.8,1,2,3,5,1,0,5,4,26,19,-11,0.802,0.786,4.9,7,6.1,25.7,1.5,0,23.6,29.3,127,127,5,-6,2005-2006
2005/11/15,20,NOK,MIA,L,@,regular,1,43.75,5,13,0.385,0,2,0,6,7,0.857,1,1,2,10,1,0,2,4,16,13.9,-2,0.498,0.385,2.4,2.8,2.6,34.7,1.3,0,11.1,18.7,118,117,0.9,-7,2005-2006
2005/11/16,20,NOK,DEN,L,Home,regular,1,37.5,5,15,0.333,0,4,0,8,9,0.889,3,6,9,3,1,0,4,3,18,10.9,-6,0.475,0.333,7.4,20.2,12.8,17,1.3,0,17.4,25.8,91,96,1.3,-10,2005-2006
2005/11/18,20,NOK,ATL,W,Home,regular,1,42.2,9,19,0.474,1,2,0.5,6,8,0.75,2,5,7,12,5,0,2,4,25,27.2,13,0.555,0.5,4.8,15.4,9.5,60,6.1,0,8.2,24.7,130,93,14.2,3,2005-2006
2005/11/19,20,NOK,ORL,W,@,regular,1,43.2,7,12,0.583,1,1,1,6,6,1,0,5,5,8,2,0,3,5,21,19.5,-1,0.717,0.625,0,17.9,8.5,32.7,2.6,0,17,20.9,135,108,5.3,3,2005-2006
